filename,prompt,group
sanqi-1.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese Three Kingdoms setting, kid-friendly, no blood, no text, landscape 16:9. Outside the walls of a grand river city: ZHOU YU, a handsome proud young commander in crimson-and-gold armor with a red cape, one arm in a sling bandage, stares up in comical horror — his jaw dropped — at the city walls, where green banners already fly and ZHUGE LIANG, a gentle scholar-strategist with a topknot, silk scarf headband, wispy beard, teal-green robe and white feather fan, waves down cheerfully from the battlements like a friendly neighbour. Zhou Yu's exhausted, bandaged soldiers slump behind him.",sanqi
sanqi-2.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, no text, landscape 16:9. A riverbank at dusk: a beautiful boat sails away carrying LIU BEI, a kind-faced lord with a small beard in green-gold robes, and his bride LADY SUN, an elegant confident princess in red wedding silks — both waving politely. On the shore, rows of Wu soldiers sing teasingly with big open mouths (musical notes floating), while ZHOU YU (crimson armor, red cape) clutches his chest theatrically, face going from red to purple, steam puffing from his ears cartoon-style. His worried old DOCTOR, a small hunched man with a white beard, grey robe and a medicine box, rushes toward him with bandages.",sanqi
sanqi-3.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, no text, landscape 16:9. Night before the shut gates of a great city: ZHOU YU on his knees on the road, fists raised to a dramatic starry sky, cape billowing, tears flying comically as he wails to the heavens. Behind the high wall, war-drums and four directions of distant army banners close in. On the wall above, a single calm lantern glows where a feather fan silhouette waves gently — polite, infuriating. The little old DOCTOR stands beside Zhou Yu holding out calming tea with a resigned expression. Dramatic but funny, operatic mood.",sanqi
pouch-hero.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, warm lantern light, big expressive eyes, ancient Chinese Three Kingdoms setting, kid-friendly, no text, landscape 16:9. Inside a candlelit study: ZHUGE LIANG, gentle scholar-strategist with topknot, silk scarf headband, wispy beard, teal-green robe, white feather fan tucked under one arm, solemnly hands over THREE small glowing silk pouches — embroidered red, gold and blue — to ZHAO YUN, a young heroic general with kind determined eyes in gleaming white-silver armor and white cape, who receives them with a puzzled tilted head. Mysterious, warm, a little playful — like the start of a secret mission.",pouch
pouch-1.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, no text, landscape 16:9. Close-up: ZHAO YUN (white-silver armor) holds the three embroidered silk pouches (red, gold, blue) in his open palms, examining them with narrowed suspicious eyes, a big cartoon question mark of body language. Behind him ZHUGE LIANG smiles the mischievous smile of someone who knows exactly how the story ends, fan half covering his face. Five hundred tiny soldiers board river boats in the background.",pouch
pouch-2.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, no text, landscape 16:9. In a grand temple courtyard: the DOWAGER, a majestic grandmother in deep purple-and-gold robes with silver hair in an elaborate bun, inspects LIU BEI — kind gentle lord, small beard, green-gold robes — who bows deeply and respectfully. Her stern face is melting into an approving smile. Behind her, SUN QUAN, a young red-bearded lord in dark blue-gold robes, sweats nervously and stares at his own shoes. Peeking from behind a pillar: LADY SUN, a beautiful confident princess in red silks with a sword at her belt, sizing up her groom with an intrigued smirk.",pouch
pouch-3.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, no text, landscape 16:9. On a country road: LADY SUN (red silks, sword at belt) stands in front of a carriage with arms crossed, delivering a magnificent royal scolding — sharp graceful pose, eyes flashing — at two large armored Wu officers who shrink, wilt and stare at the ground like scolded schoolboys, their thousands of soldiers behind them all leaning back. From the carriage window, LIU BEI and ZHAO YUN peek out with identical wide eyes. Funny, energetic, the princess unmistakably the most powerful person in the picture.",pouch
bird-hero.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese Spring-and-Autumn period setting, kid-friendly, no text, landscape 16:9. A magnificent large bird with shimmering five-colored feathers (red, gold, teal, blue, violet) perches serenely on the curved roof of an ancient Chinese palace at dawn, wings folded, eyes wise and patient. Below through the open hall doors, a lavish banquet glows with lanterns, wine cups and lounging figures. The bird watches it all from above. Magical, calm, slightly mysterious.",bird
bird-1.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, no text, landscape 16:9. Inside a lavish ancient Chinese banquet hall: KING ZHUANG OF CHU, a young king with a small beginning beard, relaxed half-lidded eyes and a lazy grin, lounges sideways on cushions in loose red-and-gold robes, one hand holding a wine cup, the other a chicken drumstick, musicians and dancers around him. By the door hangs an ominous wooden sign (blank — no text) that worried ministers point at while whispering. One old minister facepalms. Rich colors, comic despair.",bird
bird-2.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, landscape 16:9, no text. The banquet hall gone quiet: minister WU JU, a dignified middle-aged official in dark blue court robes with a tall black hat, bows while gesturing theatrically at the air, where a translucent, glowing five-colored BIRD made of swirling light hovers between him and the lounging KING ZHUANG. The king peers over his wine cup at the bird with one eyebrow raised — the first spark of a sharp mind showing through the lazy mask. Musicians frozen mid-note, wine cups halfway to mouths.",bird
bird-3.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, no text, landscape 16:9. The five-colored bird ERUPTS from the palace rooftop into a sunrise sky, wings blazing like a rainbow comet, sound-wave rings rippling out. Below, the transformed KING ZHUANG — now upright, sharp-eyed, magnificent in formal robes — strides through the court issuing commands; honest ministers (including WU JU) bow joyfully, while a line of sneaky-looking corrupt officials is marched out the side door by guards, comically carrying their bags. Energy, triumph, morning light everywhere.",bird
goujian-hero.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, candlelight, big expressive eyes, ancient Chinese Spring-and-Autumn setting, kid-friendly, no text, landscape 16:9. A bare stone room at night: KING GOUJIAN, a lean weathered king with tied-back black hair, simple rough hemp robes and quietly burning determined eyes, sits on a bed made of stacked rough firewood branches. From the ceiling hangs a small dark gall bladder on a string; he touches it to his lips, wincing at the bitterness, fist clenched. A single candle, a simple sword on the wall. Solemn, powerful, beautiful — the opposite of a palace.",goujian
goujian-1.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, no blood, no text, landscape 16:9. A city street in Wu: GOUJIAN, dressed as a humble stable groom in rough brown clothes, walks with perfect quiet dignity while leading a magnificent horse. On the horse: KING FUCHAI, a broad smug king in luxurious black-and-red robes with an elaborate crown, laughing grandly. Crowds point and giggle. Goujian's face is a calm polite mask — but his eyes, shown close, hold a tiny hidden flame. Behind in the crowd, his wife in plain clothes watches with quiet pride.",goujian
goujian-2.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, no text, landscape 16:9. Split-feel composition in one scene: GOUJIAN in his plain room at dawn, licking the hanging gall bladder with a comically bitter scrunched face (tongue out, eyes squeezed), one fist raised in renewed determination; through the open window behind him, fields where he ploughs with farmers and his queen weaves at a loom among villagers. Warm, hopeful, a little funny — bitterness turning into strength.",goujian
goujian-3.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, kid-friendly, no blood, no text, landscape 16:9. Dawn river crossing: GOUJIAN, now in dark practical armor with a plain cloak, stands at the prow of the lead boat of a fleet of small boats full of determined farmer-soldiers, mist parting before them. In the far distance on a hill, the tiny glittering procession of FUCHAI parades north with banners and trumpets, comically oblivious, facing the wrong way. Cool blue dawn light on Yue's side, golden vanity glow on Fuchai's side. Epic and quiet.",goujian
weiwei-hero.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese Warring States setting, kid-friendly, no text, landscape 16:9. A war tent interior: SUN BIN, a serene sharp-eyed scholar with a short beard and simple grey-blue robes, sits in a wooden wheeled chair beside a huge table-map of rivers, cities and mountains, moving small carved army pieces like a master board-gamer, a knowing half-smile on his face. Beside him stands TIAN JI, a big hearty general in bronze armor with a friendly beard, scratching his head in happy confusion. Lantern light, maps and scrolls everywhere.",weiwei
weiwei-1.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, no text, landscape 16:9. A royal racecourse: TIAN JI (bronze armor) cheers with both fists as his ordinary horse crosses the finish line ahead of a fancier royal horse; the KING OF QI's box gapes in disbelief. At the rail, SUN BIN in his wheeled chair calmly rearranges three small horse figurines on a little board — first, second, third — with a wink to the viewer. Bright, funny, festival atmosphere.",weiwei
weiwei-2.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, no text, landscape 16:9. A stylized bird's-eye map-view scene: on the left, the besieged city of Handan with tiny siege towers; bottom right, the Wei capital Daliang with an alarmed king figure on its wall; a bold column of Qi soldiers strolls casually toward Daliang. In the center, PANG JUAN — a proud general in dark green-and-black armor with a pointed beard — leads his entire army in a comically frantic U-turn, soldiers tripping over each other, dust clouds, panicked messenger horses. Map drawn like a lovely storybook game board.",weiwei
weiwei-3.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, kid-friendly, no blood, no text, landscape 16:9. A narrow green valley pass at golden hour: fresh, relaxed Qi soldiers sit comfortably on the slopes among rocks and trees — some sipping tea, one munching a rice ball — as PANG JUAN's exhausted army staggers into the valley below, soldiers wobbling, boots ragged, tongues out like tired puppies. Above on the ridge, SUN BIN in his wheeled chair watches calmly, feather-light smile, while TIAN JI raises the signal flag. Funny and epic at once, nobody hurt.",weiwei
jade-hero.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese Warring States setting, kid-friendly, no text, landscape 16:9. A vast intimidating golden palace hall: LIN XIANGRU, a young slender official with intelligent fearless eyes, plain dark blue scholar robes and a small topknot, stands with his back against a massive red pillar, holding a glowing white jade disc (round, with a hole in the center) high above his head as if about to smash it. Before him the KING OF QIN — a huge imposing king in black-and-gold robes with a jeweled crown and long beard — lunges forward off his throne in alarm, arms outstretched. Courtiers gasp. High drama, storybook style.",jade
jade-1.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, no text, landscape 16:9. Close-up in the palace: the KING OF QIN, seated smugly, hands the round white jade disc back toward LIN XIANGRU, whose polite bow and gentle smile contain — visible only to the viewer — a tiny glint of triumph in one eye. Around them, courtiers still coo and reach toward the jade like it's a party snack. Candlelight on gold, delicious tension played as comedy.",jade
jade-2.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, no text, landscape 16:9. A capital street scene: a grand war chariot carrying LIAN PO — a mighty old general with a magnificent white-streaked beard, scarred bronze armor and a proud scowl — rolls down the main avenue with banners. Ahead, a modest chariot carrying LIN XIANGRU (blue scholar robes) quietly turns into a narrow side lane, its driver sighing; Lin Xiangru's face is calm and untroubled, watching the border mountains far away. His two servants in back pout with embarrassed puffed cheeks. Gentle humor, telling composition.",jade
jade-3.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, emotional, no blood, no text, landscape 16:9. A courtyard in soft morning light: the huge old general LIAN PO kneels bare-shouldered with a bundle of thorn branches strapped across his back, head bowed, medals and armor set aside on the ground — while LIN XIANGRU rushes down the steps with billowing robes and outstretched hands to lift him up, his face full of warmth. Servants peek from doorways, moved to tears. Golden light, cherry-blossom petals, the most heartwarming scene in the collection.",jade
feng-hero.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese Warring States town setting, kid-friendly, no text, landscape 16:9. A bustling market square: FENG XUAN, a lanky cheerful wanderer with untidy hair, a patched grey robe and an old sword on his back, stands on a cart beside a merrily burning bonfire of bamboo-slip contracts and wooden tallies, arms spread wide in a grand generous gesture. Around him, poor farmers in simple clothes weep with joy, hug each other, lift children onto shoulders. Warm firelight on happy faces — a celebration, not a disaster (except for one distant horrified accountant).",feng
feng-1.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, no text, landscape 16:9. A columned dining hall full of hundreds of eating guests: FENG XUAN (patched robe, untidy hair) leans against a pillar strumming his long sword like a lute, mouth open in blissful song, musical notes floating. Nearby guests laugh into their bowls. In the foreground, the STEWARD — a small round exasperated man with a thin mustache, neat dark robes, and an armful of bamboo account books — glares at Feng Xuan with a giant throbbing cartoon vein of irritation. At the head table, LORD MENGCHANG — an elegant, generous-faced noble in fine layered robes — watches the singer with amused curiosity.",feng
feng-2.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, no text, landscape 16:9. The lord's study: LORD MENGCHANG stands thunder-faced, sleeves flung wide in disbelief, papers swirling; before him FENG XUAN bows with perfect calm and a small knowing smile, hands folded, completely unbothered. Between them on the desk: an open, visibly EMPTY money chest with a single moth or dust puff floating out. The little STEWARD faints dramatically into a pile of account books in the corner. High comedy.",feng
feng-3.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese setting, kid-friendly. Cute anime watercolor storybook, emotional, no text, landscape 16:9. A country road at sunset, stretching to the horizon: LORD MENGCHANG stands beside a single modest carriage, hand over his mouth, eyes shining, utterly overwhelmed — because the whole road ahead is LINED on both sides with villagers of every age holding out food, wine jars, lanterns and flowers in welcome: grandmothers, farmers, mothers with babies, children waving. FENG XUAN sits on the carriage, sword on his back, smiling softly like a gardener watching his tree finally bloom. The STEWARD, standing by the wheel, wipes his eyes with his account book. Golden hour, deeply heartwarming.",feng
card-straw.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese Three Kingdoms setting, kid-friendly, no text, landscape 16:9, poster-like composition. Thick white fog over a river at dawn: a wooden boat lined with cute straw scarecrow-soldiers absolutely bristling with stuck arrows like friendly porcupines, arrows still arcing in from the misty distance. At the stern, ZHUGE LIANG — gentle scholar-strategist, topknot, silk scarf headband, wispy beard, teal-green robe, white feather fan — serenely sips tea. Soft blues and golds, magical and funny.",
card-zhaoyun.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, kid-friendly, no blood, no text, landscape 16:9, heroic poster composition. ZHAO YUN, young heroic general in gleaming white-silver armor with flowing white cape and silver spear, gallops on a beautiful white horse straight toward the viewer out of golden dust clouds — a chubby BABY swaddled in red sleeps peacefully against his chest under the breastplate. Distant enemy banners blur behind him. Speed lines, wind, courage.",
card-fort.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, kid-friendly, no text, landscape 16:9, poster composition. On top of a city gate tower above WIDE-open gates, ZHUGE LIANG (topknot, silk scarf hat, wispy beard, crane-feather robe) serenely plays a guqin zither beside curling incense smoke and a teapot. Below at a distance, a vast halted army and its shrewd bearded commander SIMA YI in dark purple-silver armor squints up suspiciously, a big imaginary question mark of body language. Warm afternoon light, delicious tension played cute.",
card-menghuo.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, lush green jungle setting, kid-friendly, no text, landscape 16:9, poster composition. Face-off in a jungle clearing: on the left, MENG HUO — giant muscular southern king with bushy beard, tiger-pelt over one shoulder, gold arm rings — sits atop a big-eyed war elephant, pouting stubbornly with crossed arms. On the right, ZHUGE LIANG (teal robe, white feather fan) smiles warmly from his small wooden cart, holding up seven fingers... er, one hand showing the number seven with folded fingers plus a raised feather fan. Tropical flowers, parrots, playful rivalry.",
card-redcliffs.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, kid-friendly (spectacular but not scary, no people in danger up close), no text, landscape 16:9, epic poster composition. Night on a wide river: a vast fleet of wooden warships chained side-by-side burns in beautiful golden-orange waves, sparks rising like fireflies to crimson clouds, tall river cliffs glowing red, the water reflecting gold. In the foreground corner, one small dark ship with a swirling east-wind spiral of leaves and ribbons races toward the blaze. Like a grand festival of light.",
card-sanqi.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, kid-friendly, no text, landscape 16:9, comedy poster composition. Split mood in one scene: on the left, ZHOU YU — handsome proud young commander in crimson-and-gold armor with red cape — fumes with steam puffing from his ears, fists clenched, face red as a plum. On the right, up on a city wall, ZHUGE LIANG (teal robe, feather fan) waves down with the world's friendliest, most infuriating smile. Between them, a tiny worried old DOCTOR with a white beard and medicine box rushes toward Zhou Yu with bandages. Bright, funny, operatic.",
card-pouch.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, warm candlelight, big expressive eyes, kid-friendly, no text, landscape 16:9, poster composition. Close-up of two hands meeting: ZHUGE LIANG's hand (teal sleeve) passes THREE small glowing embroidered silk pouches — red, gold and blue, each softly shining with magic-plan light — into the armored gauntlet of ZHAO YUN (white-silver armor), whose puzzled kind face is lit from below by the glow. Deep warm shadows around them, secretive and inviting, like the start of a treasure hunt.",
